PlayerName,Born,Height,Hand,LinkPlayer
Michael Linzer,"Oberpullendorf, Austria",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/michael-linzer/l941/player-activity?year=all&matchType=Singles
Alejandro Falla,"Cali, Colombia",185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejandro-falla/f444/player-activity?year=all&matchType=Singles
David Guez,"Marseille, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-guez/g753/player-activity?year=all&matchType=Singles
Kristijan Mesaros,"Slavonski Brod, Croatia",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kristijan-mesaros/mf90/player-activity?year=all&matchType=Singles
Axel Michon,,,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/axel-michon/mi11/player-activity?year=all&matchType=Singles
Benjamin Becker,"Merzig, Germany",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/benjamin-becker/b896/player-activity?year=all&matchType=Singles
Blake Mott,"Caringbah, Australia",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/blake-mott/mm79/player-activity?year=all&matchType=Singles
Marco Chiudinelli,"Basel, Switzerland",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marco-chiudinelli/c582/player-activity?year=all&matchType=Singles
Frank Dancevic,"Niagara Falls, Canada",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/frank-dancevic/d499/player-activity?year=all&matchType=Singles
Nils Langer,"Ludwigsburg, Germany",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/nils-langer/l908/player-activity?year=all&matchType=Singles
Amir Weintraub,"Rehovot, Israel",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/amir-weintraub/w471/player-activity?year=all&matchType=Singles
Andre Ghem,"Porto Alegre, Brazil",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andre-ghem/g602/player-activity?year=all&matchType=Singles
Nico Mertens,,,,https://www.atptour.com/en/players/nico-mertens/mv86/player-activity?year=all&matchType=Singles
Julien Obry,"Corbie, France",173.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/julien-obry/o410/player-activity?year=all&matchType=Singles
Gaetan De Lovinfosse,,,,https://www.atptour.com/en/players/gaetan-de-lovinfosse/da32/player-activity?year=all&matchType=Singles
Jerome Inzerillo,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-inzerillo/i229/player-activity?year=all&matchType=Singles
Philipp Davydenko,"Volgograd, Russia",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/philipp-davydenko/d908/player-activity?year=all&matchType=Singles
Daniel Glancy,,,,https://www.atptour.com/en/players/daniel-glancy/ga84/player-activity?year=all&matchType=Singles
Maikel Borg,,,,https://www.atptour.com/en/players/maikel-borg/bv09/player-activity?year=all&matchType=Singles
Hunter Johnson,"Taos, NM, USA",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/hunter-johnson/j615/player-activity?year=all&matchType=Singles
Robert Constantinovici,,,,https://www.atptour.com/en/players/robert-constantinovici/cg52/player-activity?year=all&matchType=Singles
Franco David Aubone,,,,https://www.atptour.com/en/players/franco-david-aubone/ag26/player-activity?year=all&matchType=Singles
Romain Arneodo,"Cannes, France",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/romain-arneodo/aa81/player-activity?year=all&matchType=Singles
Loic Juszczak,,,,https://www.atptour.com/en/players/loic-juszczak/j727/player-activity?year=all&matchType=Singles
Alexandre Folie,"Charleroi, Belgium",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandre-folie/f743/player-activity?year=all&matchType=Singles
Antal Van Der Duim,"Heerenveen, Netherlands",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/antal-van-der-duim/v494/player-activity?year=all&matchType=Singles
Maxime Teixeira,,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-teixeira/t999/player-activity?year=all&matchType=Singles
Michael Llodra,"Paris, France",191.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michael-llodra/l428/player-activity?year=all&matchType=Singles
Victor Crivoi,"Bucharest, Romania",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/victor-crivoi/c856/player-activity?year=all&matchType=Singles
Martin Vaisse,,,,https://www.atptour.com/en/players/martin-vaisse/v790/player-activity?year=all&matchType=Singles
Fabrice Martin,"Bayonne, France",198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/fabrice-martin/me04/player-activity?year=all&matchType=Singles
Florent Serra,"Bordeaux, France",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/florent-serra/s963/player-activity?year=all&matchType=Singles
Alexandre Penaud,"Choler, France",,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexandre-penaud/pb24/player-activity?year=all&matchType=Singles
Josselin Ouanna,"Tours, France",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/josselin-ouanna/o264/player-activity?year=all&matchType=Singles
Marc Gicquel,"Tunis, Tunisia",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-gicquel/g436/player-activity?year=all&matchType=Singles
Richard Becker,,,,https://www.atptour.com/en/players/richard-becker/bg63/player-activity?year=all&matchType=Singles
Marcelo Plaza,"Santiago, Chile",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/marcelo-plaza/pf18/player-activity?year=all&matchType=Singles
Mauricio Astorga,"Mexico City, Mexico",0.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mauricio-astorga/a803/player-activity?year=all&matchType=Singles
Bobbie De Goeijen,"Rotterdam, Netherlands",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/bobbie-de-goeijen/da34/player-activity?year=all&matchType=Singles
Eduardo Peralta-Tello,,,,https://www.atptour.com/en/players/eduardo-peralta-tello/pb05/player-activity?year=all&matchType=Singles
Philipp Petzschner,"Bayreuth, Germany",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/philipp-petzschner/p624/player-activity?year=all&matchType=Singles
Louk Sorensen,,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/louk-sorensen/sd69/player-activity?year=all&matchType=Singles
Lukasz Kubot,"Boleslawiec, Poland",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lukasz-kubot/k540/player-activity?year=all&matchType=Singles
Henrique Cunha,"Jau, Brazil",178.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/henrique-cunha/cb58/player-activity?year=all&matchType=Singles
Victor Hanescu,"Bucharest, Romania",198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/victor-hanescu/h528/player-activity?year=all&matchType=Singles
Albert Montanes,Sant Carles de la Rapita,175.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/albert-montanes/m824/player-activity?year=all&matchType=Singles
Farrukh Dustov,"Tashkent, Uzbekistan",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/farrukh-dustov/d551/player-activity?year=all&matchType=Singles
Lleyton Hewitt,"Adelaide, Australia",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lleyton-hewitt/h432/player-activity?year=all&matchType=Singles
Jolan Cailleau,,,,https://www.atptour.com/en/players/jolan-cailleau/ci49/player-activity?year=all&matchType=Singles
Andreas Beck,"Weingarten, Germany",191.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andreas-beck/ba86/player-activity?year=all&matchType=Singles
Daniel Appelgren,"Bor�s, Sweden",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/daniel-appelgren/ad41/player-activity?year=all&matchType=Singles
Eros Siringo,,,,https://www.atptour.com/en/players/eros-siringo/sm19/player-activity?year=all&matchType=Singles
Ivan Bjelica,,,,https://www.atptour.com/en/players/ivan-bjelica/bb20/player-activity?year=all&matchType=Singles
Matwe Middelkoop,"Leerdam, The Netherlands",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matwe-middelkoop/mb88/player-activity?year=all&matchType=Singles
Elie Rousset,Saint Etienne,198.0,,https://www.atptour.com/en/players/elie-rousset/ra15/player-activity?year=all&matchType=Singles
Vincent Van den Honert,,,,https://www.atptour.com/en/players/vincent-van-den-honert/v813/player-activity?year=all&matchType=Singles
Paul Monteban,,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/paul-monteban/mv12/player-activity?year=all&matchType=Singles
Zhaoyi Cao,HEILONGJIANG,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/zhaoyi-cao/cg42/player-activity?year=all&matchType=Singles
Matthieu Roy,,,,https://www.atptour.com/en/players/matthieu-roy-/ra95/player-activity?year=all&matchType=Singles
Teodor-Dacian Craciun,Rm Valcea,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/teodor-dacian-craciun/c546/player-activity?year=all&matchType=Singles
Deiton Baughman,,,,https://www.atptour.com/en/players/deiton-baughman/bm19/player-activity?year=all&matchType=Singles
Theo Fournerie,,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/theo-fournerie/f916/player-activity?year=all&matchType=Singles
Tim Van Terheijden,,,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-van-terheijden/v626/player-activity?year=all&matchType=Singles
Louis Chaix,,,,https://www.atptour.com/en/players/louis-chaix/cn76/player-activity?year=all&matchType=Singles
Tom Farquharson,,,,https://www.atptour.com/en/players/tom-farquharson/f751/player-activity?year=all&matchType=Singles
Ricardo Urzua-Rivera,"Rancagua, Chile",,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ricardo-urzua-rivera/u105/player-activity?year=all&matchType=Singles
Johann Willems,"Sibiu, Romania",180.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/johann-willems/w704/player-activity?year=all&matchType=Singles
Simeon Rossier,"Neuchatel, Switzerland",173.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/simeon-rossier/rc83/player-activity?year=all&matchType=Singles
Leon Schutt,"Itzehoe, Germany",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leon-schutt/sq62/player-activity?year=all&matchType=Singles
Pirmin Haenle,,,,https://www.atptour.com/en/players/pirmin-haenle/h844/player-activity?year=all&matchType=Singles
Marek Michalicka,"Prague, Czech Republic",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marek-michalicka/mf78/player-activity?year=all&matchType=Singles
Timon Reichelt,,,,https://www.atptour.com/en/players/timon-reichelt/rb27/player-activity?year=all&matchType=Singles
Andreas Haider-Maurer,"Zwettl, Austria",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andreas-haider-maurer/h804/player-activity?year=all&matchType=Singles
Sander Gille,"Hasselt, Belgium",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sander-gille/gd32/player-activity?year=all&matchType=Singles
Stephan Fransen,,,,https://www.atptour.com/en/players/stephan-fransen/f663/player-activity?year=all&matchType=Singles
Stijn Meulemans,Diest,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/stijn-meulemans/mn30/player-activity?year=all&matchType=Singles
Moritz Dettinger,,,,https://www.atptour.com/en/players/moritz-dettinger/d998/player-activity?year=all&matchType=Singles
Stijn Slump,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stijn-slump/s0e6/player-activity?year=all&matchType=Singles
Karol Beck,"Zvolen, Slovak Republic",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/karol-beck/b804/player-activity?year=all&matchType=Singles
Seppe Cuypers,,,,https://www.atptour.com/en/players/seppe-cuypers/c09c/player-activity?year=all&matchType=Singles
Tom Schonenberg,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tom-schonenberg/so25/player-activity?year=all&matchType=Singles
Victor Poncelet,,,,https://www.atptour.com/en/players/victor-poncelet/pm60/player-activity?year=all&matchType=Singles
Gleb Alekseenko,"Izmail, Ukraine",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gleb-alekseenko/a704/player-activity?year=all&matchType=Singles
Floris Van Den Brink,,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/floris-van-den-brink/v09g/player-activity?year=all&matchType=Singles
Mark-flavius Andres,,,,https://www.atptour.com/en/players/mark-flavius-andres/ac75/player-activity?year=all&matchType=Singles
Adrian Sikora,,,,https://www.atptour.com/en/players/adrian-sikora/se78/player-activity?year=all&matchType=Singles
Robert Willekes Macdonald,"The Hague, Netherlands",,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/robert-willekes-macdonald/w802/player-activity?year=all&matchType=Singles
Romain Sichez,,,,https://www.atptour.com/en/players/romain-sichez/sk52/player-activity?year=all&matchType=Singles
Simon Navarro,"Santiago, Chile",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/simon-navarro/n635/player-activity?year=all&matchType=Singles
Francesco Picco,"Genova, Italy",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/francesco-picco/pe19/player-activity?year=all&matchType=Singles
Dorian Descloix,"Montpellier, France",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/dorian-descloix/d862/player-activity?year=all&matchType=Singles
Igor Zelenay,"Trencin, Slovakia",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/igor-zelenay/z134/player-activity?year=all&matchType=Singles
Julian Reister,"Hamburg, Germany",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/julian-reister/r782/player-activity?year=all&matchType=Singles
Dennis Bogaert,,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/dennis-bogaert/bp62/player-activity?year=all&matchType=Singles
Adam Chadaj,warsaw,178.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/adam-chadaj/c660/player-activity?year=all&matchType=Singles
Arnaud Neveux,,,,https://www.atptour.com/en/players/arnaud-neveux/n834/player-activity?year=all&matchType=Singles
Simen Sunde Bratholm,,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/simen-sunde-bratholm/b0a4/player-activity?year=all&matchType=Singles
Nico Matic,"Hamburg, Germany",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nico-matic/mn08/player-activity?year=all&matchType=Singles
David Fleming,Providencia,,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/david-fleming/f759/player-activity?year=all&matchType=Singles
Milos Sekulic,"Stockholm, Sweden",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/milos-sekulic/sj15/player-activity?year=all&matchType=Singles
Nils Brinkmann,"Idar-Oberstein, Germany",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nils-brinkmann/bj48/player-activity?year=all&matchType=Singles
Franjo Raspudic,"Mostar, Bosnia & Herzegovina",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/franjo-raspudic/ra52/player-activity?year=all&matchType=Singles
Albert Portas,"Barcelona, Spain",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/albert-portas/p305/player-activity?year=all&matchType=Singles
Per Henricsson,"Stockholm, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/per-henricsson/h155/player-activity?year=all&matchType=Singles
Harold Solomon,"Washington, D.C.",168.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/harold-solomon/s065/player-activity?year=all&matchType=Singles
Mansour Bahrami,"Arak, Iran",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mansour-bahrami/b001/player-activity?year=all&matchType=Singles
Jan-Willem Lodder,"Soest, Netherlands",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-willem-lodder/l343/player-activity?year=all&matchType=Singles
Gerardo Vacarezza,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gerardo-vacarezza/v001/player-activity?year=all&matchType=Singles
Adrien Bossel,,,,https://www.atptour.com/en/players/adrien-bossel/bf27/player-activity?year=all&matchType=Singles
Larry Scott,"New York, NY",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/larry-scott/s211/player-activity?year=all&matchType=Singles
Adrian Mannarino,"Soisy-sous-Montmorency, France",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/adrian-mannarino/me82/player-activity?year=all&matchType=Singles
Radek Zahraj,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/radek-zahraj/z038/player-activity?year=all&matchType=Singles
Juan Antonio Rodriguez,"Madrid, Spain",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-antonio-rodriguez/r035/player-activity?year=all&matchType=Singles
Josef Cihak,"Plzen, Czechoslovakia",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/josef-cihak/c036/player-activity?year=all&matchType=Singles
Jan Kodes,"Prague, Czech Republic",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-kodes/k049/player-activity?year=all&matchType=Singles
Stefano Mezzadri,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stefano-mezzadri/m339/player-activity?year=all&matchType=Singles
Fernando Luna,"Ciudad Real, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fernando-luna/l043/player-activity?year=all&matchType=Singles
Libor Pimek,"Most, Czech Republic",196.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/libor-pimek/p032/player-activity?year=all&matchType=Singles
Juan Aguilera,"Barcelona, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-aguilera/a007/player-activity?year=all&matchType=Singles
Marcos Hocevar,"Tjui, Brazil",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcos-hocevar/h026/player-activity?year=all&matchType=Singles
Johan Kriek,"Pongola, South Africa",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-kriek/k022/player-activity?year=all&matchType=Singles
Bruno Oresar,"Zagreb, Yugoslavia",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bruno-oresar/o018/player-activity?year=all&matchType=Singles
Mark Kratzmann,"Murgon, QLD, Australia",175.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mark-kratzmann/k021/player-activity?year=all&matchType=Singles
Slobodan Zivojinovic,"Belgrade, Serbia",198.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/slobodan-zivojinovic/z006/player-activity?year=all&matchType=Singles
Simone Colombo,"Milan, Italy",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/simone-colombo/c043/player-activity?year=all&matchType=Singles
Milan Srejber,"Prague, Czechoslovakia",203.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/milan-srejber/s072/player-activity?year=all&matchType=Singles
Juan Gisbert Sr,"Barcelona, Spain",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-gisbert-sr/g076/player-activity?year=all&matchType=Singles
Michael Tauson,"Copenhagen, Denmark",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-tauson/t010/player-activity?year=all&matchType=Singles
David De Miguel,"Tortosa, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-de-miguel/d012/player-activity?year=all&matchType=Singles
Fabian Blengino,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fabian-blengino/b049/player-activity?year=all&matchType=Singles
Steve Guy,"Wellington, New Zealand",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/steve-guy/g055/player-activity?year=all&matchType=Singles
Ricardo Acioly,"Rio de Janeiro, Brazil",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ricardo-acioly/a042/player-activity?year=all&matchType=Singles
Jorgen Windahl,"Danderyd, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jorgen-windahl/w028/player-activity?year=all&matchType=Singles
Conny Falk,"Stockholm, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/conny-falk/f129/player-activity?year=all&matchType=Singles
Glenn Layendecker,"Stanford, CA",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/glenn-layendecker/l010/player-activity?year=all&matchType=Singles
Andrea Arnaboldi,"Milan, Italy",180.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/andrea-arnaboldi/a622/player-activity?year=all&matchType=Singles
Andy Murray,"Glasgow, Scotland",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andy-murray/mc10/player-activity?year=all&matchType=Singles
Andrey Golubev,"Volzhskij, Russia",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/andrey-golubev/g806/player-activity?year=all&matchType=Singles
Andrew Watson,"Redhill, Great Britain",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andrew-watson/wb14/player-activity?year=all&matchType=Singles
Alexis Musialek,"Dax, France",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexis-musialek/mi69/player-activity?year=all&matchType=Singles
Arnaud Bovy,,,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/arnaud-bovy/b0gb/player-activity?year=all&matchType=Singles
Arklon Huertas Del Pino Cordova,Lima,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/arklon-huertas-del-pino-cordova/h0c9/player-activity?year=all&matchType=Singles
Antoine Escoffier,Le Pont-De-Beauvoisin,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/antoine-escoffier/e768/player-activity?year=all&matchType=Singles
Ante Pavic,"Ogulin, Croatia",196.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ante-pavic/pc78/player-activity?year=all&matchType=Singles
Alejandro Davidovich Fokina,"Malaga, Spain",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejandro-davidovich-fokina/dh50/player-activity?year=all&matchType=Singles
Alexandar Lazarov,"Miami, FL, USA",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/alexandar-lazarov/li39/player-activity?year=all&matchType=Singles
Alex Knaff,,,,https://www.atptour.com/en/players/alex-knaff/kj00/player-activity?year=all&matchType=Singles
Alessandro Petrone,,,,https://www.atptour.com/en/players/alessandro-petrone/pc63/player-activity?year=all&matchType=Singles
Alessandro Giannessi,"La Spezia, Italy",185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alessandro-giannessi/g983/player-activity?year=all&matchType=Singles
Alejo Vilaro,"Buenos Aires, Argentina",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejo-vilaro/va28/player-activity?year=all&matchType=Singles
Aldin Setkic,"Sarajevo, Bosnia & Herzegovina",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/aldin-setkic/sf41/player-activity?year=all&matchType=Singles
Aidan McHugh,"Glasgow, Scotland",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/aidan-mchugh/m0cw/player-activity?year=all&matchType=Singles
Agustin Velotti,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/agustin-velotti/v620/player-activity?year=all&matchType=Singles
Alexander Igoshin,"Ivanovo, Russia",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexander-igoshin/i295/player-activity?year=all&matchType=Singles
Alexander Ritschard,"Z�rich, Switzerland",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexander-ritschard/rc04/player-activity?year=all&matchType=Singles
Alexis Gautier,Levallois,198.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexis-gautier/gj05/player-activity?year=all&matchType=Singles
Alexis Boureau,,,,https://www.atptour.com/en/players/alexis-boureau/b0ea/player-activity?year=all&matchType=Singles
Alexey Vatutin,"Volgograd, Russia",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexey-vatutin/v717/player-activity?year=all&matchType=Singles
Alexandru Vasile Manole,Bacau,180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandru-vasile-manole/mp84/player-activity?year=all&matchType=Singles
Alexandru Jecan,"Cluj-Napoca, Romania",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandru-jecan/j468/player-activity?year=all&matchType=Singles
Alexandre Muller,"Poissy, France",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandre-muller/mp20/player-activity?year=all&matchType=Singles
Eric Jelen,"Trier, Germany",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/eric-jelen/j008/player-activity?year=all&matchType=Singles
Andre Agassi,"Las Vegas, Nevada, USA",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andre-agassi/a092/player-activity?year=all&matchType=Singles
Sergio Casal,"Barcelona, Spain",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sergio-casal/c024/player-activity?year=all&matchType=Singles
Francesco Michelotti,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francesco-michelotti/m420/player-activity?year=all&matchType=Singles
Thomas Hogstedt,"Mariestad, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thomas-hogstedt/h029/player-activity?year=all&matchType=Singles
Gunther Vanderveeren,,,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gunther-vanderveeren/v124/player-activity?year=all&matchType=Singles
Stephane Grenier,"Vannes, France",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stephane-grenier/g199/player-activity?year=all&matchType=Singles
Christian Geyer,"Hamburg, Germany",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-geyer/g010/player-activity?year=all&matchType=Singles
Jonathan Canter,"Los Angeles, CA",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonathan-canter/c011/player-activity?year=all&matchType=Singles
Johan Anderson,"Vasteras, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-anderson/a163/player-activity?year=all&matchType=Singles
Bart Wuyts,"Leuven, Belgium",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bart-wuyts/w133/player-activity?year=all&matchType=Singles
Diego Perez,"Montevideo, Uruguay",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/diego-perez/p021/player-activity?year=all&matchType=Singles
Ivan Lendl,"Ostrava, Czechoslovakia",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ivan-lendl/l018/player-activity?year=all&matchType=Singles
Tom Nijssen,"Maastricht, Netherlands",173.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tom-nijssen/n018/player-activity?year=all&matchType=Singles
Yannick Noah,"Sedan, France",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yannick-noah/n022/player-activity?year=all&matchType=Singles
Tarik Benhabiles,"Algiers, Algeria",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tarik-benhabiles/b037/player-activity?year=all&matchType=Singles
Christer Allgardh,"Boras, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christer-allgardh/a018/player-activity?year=all&matchType=Singles
